Order ID,Assigned Plant,Origin Port,Assigned Carrier,Manufacturing Day,Total Cost ($)
1447185795,PLANT03,PORT04,V444_0,Day 3,1136.1
1447185799,PLANT03,PORT04,V444_0,Day 3,481.47
1447185800,PLANT03,PORT04,V444_0,Day 3,421.44
1447185801,PLANT03,PORT04,V444_0,Day 3,362.44
1447185802,PLANT03,PORT04,V444_0,Day 3,346.92
1447185803,PLANT03,PORT04,V444_0,Day 3,498.03
1447185804,PLANT03,PORT04,V444_0,Day 3,430.23
1447185805,PLANT03,PORT04,V444_0,Day 3,360.37
1447185806,PLANT03,PORT04,V444_0,Day 3,348.47
1447185807,PLANT03,PORT04,V444_0,Day 3,371.76
1447185808,PLANT03,PORT04,V444_0,Day 3,391.42
1447185818,PLANT03,PORT04,V444_0,Day 3,1393.3
1447185825,PLANT03,PORT04,V444_0,Day 3,380.55
1447185828,PLANT03,PORT04,V444_0,Day 3,371.76
1447185829,PLANT03,PORT04,V444_0,Day 3,399.18
1447185830,PLANT03,PORT04,V444_0,Day 3,418.85
1447185831,PLANT03,PORT04,V444_0,Day 3,342.78
1447185849,PLANT03,PORT04,V444_0,Day 3,411.09
1447185856,PLANT03,PORT04,V444_0,Day 3,349.5
1447185859,PLANT05,PORT06,V444_4,Day 1,345.9
1447185860,PLANT03,PORT04,V444_0,Day 3,375.38
1447185872,PLANT04,PORT05,V444_5,Day 1,119.27
1447185885,PLANT04,PORT05,V444_5,Day 1,264.96
1447185888,PLANT04,PORT05,V444_5,Day 1,165.55
1447185901,PLANT03,PORT04,V444_0,Day 3,372.27
1447185907,PLANT03,PORT04,V444_0,Day 3,385.73
1447185915,PLANT03,PORT04,V444_0,Day 3,870.23
1447185916,PLANT03,PORT04,V444_0,Day 3,607.74
1447185917,PLANT04,PORT05,V444_5,Day 1,153.55
1447186294,PLANT03,PORT04,V444_8,Day 3,326.27
1447186295,PLANT03,PORT04,V444_8,Day 2,272.33
1447186296,PLANT03,PORT04,V444_0,Day 3,360.89
1447186297,PLANT03,PORT04,V444_0,Day 3,353.64
1447186298,PLANT03,PORT04,V444_8,Day 2,257.32
1447186835,PLANT03,PORT04,V444_0,Day 3,332.43
1447186964,PLANT07,PORT02,V444_5,Day 1,265.01
1447187003,PLANT03,PORT04,V444_0,Day 3,333.98
1447187011,PLANT03,PORT04,V444_0,Day 3,2405.23
1447187015,PLANT03,PORT04,V444_0,Day 3,385.73
1447187016,PLANT03,PORT04,V444_0,Day 3,386.76
1447187065,PLANT03,PORT04,V444_0,Day 3,806.97
1447187129,PLANT03,PORT04,V444_0,Day 3,331.39
1447187131,PLANT03,PORT04,V444_1,Day 3,366.09
